news	explanation	label
新加坡总理李显龙确诊感染新冠肺炎？	4曰3日上午有传言新加坡总理李显龙确诊感染新冠肺炎，政府将采取封城措施严防疫情蔓延。新加坡中央医院紧急澄清总理确诊是假消息，呼吁公众担负起社会责任，不要传播谣言。新加坡总理李显龙也发文表示，将在下午4时举行全国电视讲话。他表示，新加坡疫情可控，政府将采取更多措施防止疫情扩散。他请国人放心，新加坡的食物供应安全、妥当。“购物时只购买自己所需，如果有多余的也与有需要的人分享。这是充满挑战的时期，让我们保持冷静、团结。”	假
5G技术导致新冠病毒传播？	美国的移动公司如AT&T、Verizon、T-Mobile分决定在美国人口密集的大城市优先部署5G。而新冠病毒的传播更容易在人口密集的大城市爆发，因此在地图上两者是重合的。还有人称中国是第一个建设了10万座5G基站的国家，因此新冠病毒起源于中国，而且新冠病毒疫苗其实是一种微型机器人，两者都是由比尔·盖茨研发的，其目的是为了控制世界上的人口。美国科技网站HowtoGeek的编辑Justin Duino撰文称，首先，没错，中国确实已经建造了10万多座5G基站，但5G并不会引发新冠病毒。其次，比尔和梅琳达·盖茨基金会确实已经为冠状病毒的研究提供了资金，希望能找到治疗方法和可能的疫苗。而这个人从哪里得到有关盖茨研发病毒的信息，或者是关于疫苗将包括微芯片的离奇说法，对所有人来说都是一个谜。新型冠状病毒是一种病毒，这毫无疑问。自从该病毒在全球舞台上首次出现以来，世界各地的医生和科学家就一直在对其进行研究，迫切地寻找治疗方法并帮助阻止其传播。任何声称5G技术导致健康问题的说法都是错误的，因为假新闻最终伤害的是我们自己。	假
浙江、山东、辽宁开学时间确定？	4月3日，浙江、山东、辽宁三省同日宣布开学时间。辽宁省教育厅网站4月3日发布消息：经辽宁省疫情防控指挥部研究决定，并报教育部备案，2020年4月15日全省普通高中高三年级省域内同步开学。初中三年级为第二批开学，实行同一市域同步开学，由各市确定开学时间。其他学校、年级开学时间按照省疫情防控指挥部第9号令执行。4月3日，山东省教育厅通过官方微信公众号发布消息，经省委、省政府同意，现就全省各级各类学校2020年春季学期开学工作有关事宜通知如下：高中（含中职）学校毕业年级4月15日正式开学。各高中（含中职）学校要按有关要求，错时错峰有序组织毕业年级学生开学返校。初中学校毕业年级原则上按顺延一周开学做准备，具体开学时间由各市按照“市域同步”的要求研究确定。高中（含中职）、初中学校其他年级和小学、幼儿园、特殊教育学校、高等学校开学时间视疫情形势再行确定，并提前通知。4月3日下午，浙江省教育厅副厅长陈峰介绍开学复课有关情况：全省高三、初三统一于4月13日开学。中学其他年级、小学高段（四-六年级）于4月20日以后开学，小学低段（一-三年级）于4月26日以后开学，幼儿园于5月6日后看情况开学。这些学段的具体时间，由各设区市疫情防控工作领导小组研究确定并公布。高等学校按4月下旬开学做好准备，具体时间另行通知。	真
教育部宣布取消2020年6月的四六级考试？	原6月份大学英语四六级考试取消，与下半年考试合并。教育部考试中心已于2月底发布公告，推迟全国范围内2020年上半年全国大学英语四六级考试（CET）、全国大学英语四六级口语考试（CET-SET）、全国外语水平考试（WSK）、书画等级考试（CCPT）网上报名工作，并未发布取消考试的通知。	假
卡介苗有助于抵御新冠病毒？	人们在婴儿期就会接种的卡介苗，也许能够抵御新冠病毒。1921年，卡介苗完成了人体试验，随后得到推广，开始广泛用于结核病的预防。如今，作为唯一一款预防结核病的疫苗，卡介苗已经成为人类历史上接种次数最多的疫苗之一。从目前的研究来看，卡介苗也许有助于提升人体的整体免疫力，让人体遭遇病毒入侵时，产生更强烈的免疫反应。卡介苗是否真的有助于抵抗新冠病毒有待临床验证，并且根据已有的证据，卡介苗对于成年人的保护作用相当有限。要避免感染新冠病毒等疾病，保持良好的卫生习惯才是最有效的策略。	待论证
柳絮会传播新冠病毒？	春暖花开的季节，漫天飞舞的柳絮会携带病毒，造成传播。首先，没有什么实验能够证实柳絮是病毒的载体。其次，柳絮是否属于气溶胶传播途径，现在医学研究尚无定论，但柳絮对呼吸系统过敏，过敏性哮喘、过敏性结膜炎影响较大。柳絮不会导致新冠病毒的传播扩散，但是在特殊时期，自我防护意识依然不能松懈，季节交替时期，也可能滋生新的传染疾病。	假
纽约动物园一老虎确诊感染新冠病毒？	美国纽约市动物园一只4岁大的老虎确诊感染新冠病毒。据美国有线电视新闻网（CNN）最新消息，纽约布朗克斯动物园发布新闻稿称，感染新冠病毒的老虎是一只雌虎，名叫纳迪亚（Nadia），在纳迪亚与它的妹妹阿苏尔（Azul）、另外两只东北虎以及三只非洲狮都出现干咳症状后，美国农业部国家兽医服务实验室对纳迪亚进行了新冠病毒检测，结果显示呈阳性。布朗克斯动物园方面还表示，这些大型猫科动物是被一名照顾它们的人感染的，这人可能还没有出现症状，也可能已经出现了早期症状。	真
北京丰台区有人冒充防疫人员入户抢劫？	丰台某些社区张贴出“有假冒防疫人员入室抢劫的防范提醒”，称有无业人员冒充防疫人员、快递人员敲门实施抢劫。北京丰台公安分局官方微博4月7日发布消息称，经核实，上述消息为不实信息，丰台公安分局并未接到此类警情。	假
中国强迫意大利回购曾捐往中国的物资？	英国《旁观者》杂志美国版网站刊文称“意大利曾向中国捐赠防疫物资，现在中国让他们买回去”。意大利记者保罗·阿蒂维西莫对该新闻进行了调查，他向文章作者求证信息	假
北京确认9月1日前不会开学？	北京某区教委接到通知，确认9月1日前不会复学，网课就这么一直上下去。北京市委教育工委、市教委表示，正在分批次、分类型做开学准备工作，制定各批次、各年级开学详细计划。从4月13日起，北京春季学期将实现“线上线下”无缝衔接，建立与疫情防控常态化相适应的课程教学机制。北京市委教育工委、市教委称，近期，将公布具体开学时间，请大家以官方微信公号“首都教育”等权威发布为准。	假
食用烘焙食品易感染新冠病毒？	一张带有世界卫生组织（WHO）标识的图片在网上传播，图片上说：“停止食用烘焙食品！绝对不要食用烘焙食品，因为烘焙食品不可清洗，食用容易感染新冠病毒。”在疫情期间，世卫组织没有发布任何与烘焙食品有关的公告，目前尚无证据表明烘焙食品容易被冠状病毒污染。世卫组织和专家目前已经发布了一些针对新型冠状病毒的基本防护措施。病毒传播目前主要是通过两个渠道，一种是通过飞沫传播，另一种是通过跟病人密切接触传播，人们有可能触摸带有新型冠状病毒的表面或物品，然后又通过触摸口，鼻或眼感染病毒，但这并不是新冠病毒传播的主要途径。	假
英国广播公司（BBC）称英国首相鲍里斯·约翰逊去世？	社交网站上流传一张BBC Breaking NEWs 的截图，显示英国首相鲍里斯·约翰逊去世。网传截图并非BBC的官方账号，发布鲍里斯·约翰逊去世的BBC Breaking News的账号ID为“BBCbreaki”，而BBC Breaking News官方账号ID为“BBCBreaking”，目前发布消息的账号已经被封禁。据英国《镜报》4月7日报道，正在重症监护室接受治疗的英国首相约翰逊已经退烧，病情趋于稳定。	假
北京市西城区全体中学毕业班于5月15日返校？	网传一份西城区教育研修学院发布的消息，称西城区全体中学毕业班于5月15日返校，其他年级9月1日错峰返校。西城区委教育工委、区教委明确表示，这是一条虚假信息。目前，西城区正依据北京市委教育工委、市教委要求，在分批次、分类型做开学准备工作，制定各批次、各年级开学详细计划。同时，从4月13日起，西城区春季学期将实现“线上线下”无缝衔接，建立与疫情防控常态化相适应的课程教学机制。	假
喝柠檬苏打水可以预防新冠肺炎？	柠檬与较热的苏打水能即刻杀死新冠病毒，或者将新冠病毒自患者体内彻底驱除至体外。由于夜幕低垂之时，人体的免疫系统会转为酸化、而人的抗病力也会相应地下降，可是柠檬与小苏打这两种成分却可以碱化人体的免疫系统、从而避免机体的抗病力减弱。目前没有任何证据显示，喝柠檬苏打水可以预防新冠肺炎。首先，不论是柠檬的“酸性”还是苏打水的“碱性”都不会影响人体“酸碱平衡”。正常人体血液pH值的范围是7.35～7.45，呈弱碱性，健康人饮水后，胃肠道通过其自身的调节功能，会很快将进入体内的物质的pH值调节至机体内环境的pH值。其次，抵抗新冠病毒的关键是做好个人防护和提高自身免疫力。因此，柠檬水和苏打水仅仅是饮料，不能够预防新冠肺炎，更不能“杀死”病毒，	假
